#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,9149,9805,+,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,11127,11786,-,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,31675,32556,+,blaKPC-2,1-882/882,===============,0/0,100.00,100.00,ncbi,NG_049253.1,carbapenem-hydrolyzing class A beta-lactamase KPC-2,CARBAPENEM
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,39234,39686,+,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,39773,40636,+,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,40821,41330,-,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_1,1110776,1111636,+,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_1,3123635,3124054,-,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_1,5019374,5022526,-,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_1,5022550,5023725,-,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,613,1272,+,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,2594,3250,-,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,4953,5732,-,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,8188,9663,+,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,9719,10603,+,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,13189,13698,+,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,13883,14746,-,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,14833,15285,-,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.long.medusa.fasta,Scaffold_5,21963,22844,-,blaKPC-2,1-882/882,===============,0/0,100.00,100.00,ncbi,NG_049253.1,carbapenem-hydrolyzing class A beta-lactamase KPC-2,CARBAPENEM
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,72488,72907,-,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,1068657,1069313,+,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,1070635,1071294,-,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,1955152,1958304,-,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,1958328,1959503,-,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_1,3432458,3433318,+,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_14,43,552,+,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_14,737,1600,-,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_14,1687,2139,-,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_35,1721,2605,-,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_35,2661,4136,-,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_35,6592,7371,+,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.short.medusa.fasta,Scaffold_37,2896,3777,+,blaKPC-2,1-882/882,===============,0/0,100.00,100.00,ncbi,NG_049253.1,carbapenem-hydrolyzing class A beta-lactamase KPC-2,CARBAPENEM
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_1,724412,724831,+,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_1,2736829,2737689,-,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_1,4191068,4192243,+,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_1,4192267,4195419,+,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,1796,2680,-,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,2736,4211,-,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,6667,7446,+,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,9149,9805,+,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,11127,11786,-,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,31675,32556,+,blaKPC-2,1-882/882,===============,0/0,100.00,100.00,ncbi,NG_049253.1,carbapenem-hydrolyzing class A beta-lactamase KPC-2,CARBAPENEM
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,39234,39686,+,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,39773,40636,+,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/692_kp/scafold_medusa/kp_692.hib.medusa.fasta,Scaffold_2,40821,41330,-,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_1,592295,592714,+,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_1,2604711,2605571,-,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_1,4058946,4060121,+,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_1,4060145,4063297,+,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,7161,7613,+,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,7700,8563,+,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,8748,9257,-,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,11843,12727,-,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,12783,14258,-,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,16714,17493,+,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,19196,19852,+,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.long.medusa.fasta,Scaffold_8,21174,21833,-,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,1843137,1843997,-,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,3247111,3248286,+,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,3248310,3251462,+,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,4133574,4134233,+,catA1,1-660/660,===============,0/0,100.00,99.85,ncbi,NG_047582.1,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,4135555,4136211,-,qnrVC1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050551.1,quinolone resistance pentapeptide repeat protein QnrVC1,QUINOLONE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_1,5094614,5095033,+,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_24,42,551,+,dfrA8,1-510/510,===============,0/0,100.00,100.00,ncbi,NG_047741.1,trimethoprim-resistant dihydrofolate reductase DfrA8,TRIMETHOPRIM
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_24,736,1599,-,blaGES-2,1-864/864,===============,0/0,100.00,100.00,ncbi,NG_049122.1,class A extended-spectrum beta-lactamase GES-2,CARBAPENEM
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_24,1686,2138,-,arr-8,1-453/453,===============,0/0,100.00,99.56,ncbi,NG_048586.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,RIFAMYCIN
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_88,6415,7296,+,blaKPC-2,1-882/882,===============,0/0,100.00,100.00,ncbi,NG_049253.1,carbapenem-hydrolyzing class A beta-lactamase KPC-2,CARBAPENEM
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_96,2277,3161,-,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_96,3217,4692,-,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/692_kp/scafold_medusa/kp_692.short.medusa.fasta,Scaffold_96,7148,7927,+,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
